title
question,anser,take1,...,takeN
SEA/J 模擬問題０１
身体的特徴を専用デバイスによって読み取る認証方式はどれか,1,バイオメトリクス認証,パスワード認証,デバイス認証,ワンタイムパスワードによる認証
ニ者間認証(Authentication)と三者間認証(Certincation)についての説明として最も適切なものはどれか,4,二者間認証はログインなどで多く用いられている,二者間認証の代表例には「パスワード認証」がある,三者間認証の代表例である「電子証明書」を用いた認証では第三者機関である「認証局」の存在が必要になる,いずれの認証でも改ざんの検知が可能になる
ファイルの所有者がアクセス権を設定する制御方式はどれか,1,任意アクセス制御(DAC),強制アクセス制御(MAC),役割に基づくアクセス制御(RBAC),ポリシーに基づくアクセス制御
認証デバイスとして適切でないものはどれか,4,USBキー,USBトークン,ICカード,RJ45
デバイスによる認証で用いられるデバイスとして当てはまらないものはどれか,4,USBキー,ICカード,磁気カード,電子証明書
シングルサインオンを実装するために用いるプロトコルとして適切なものはどれか,3,RADIUS,802.1X,Kerberos,CHAP
プログラム言語であるJavaの説明として適切なものはどれか,2,インタプリタ形式のスクリプト言語である,オブジェクト指向の言語である,HTML拡張として利用されるシステム,(OS等)の記述用に開発用されたもの
プログラムの種類としてソースコードから実行コードに変換しながらも実行を行うプログラムはどれか,4,コンパイラ,オブジェクト,バイナリ,インタプリタ
データの構造を定義するマークアップ言語はどれか、次の選択肢の中から選びなさい。,1,HTML,Java,PHP,JavaScript
外部からの命令によってPCを操作する不正プログラムはどれか,1,ボット,スパイウェア,ワーム,アドウェア
不正プログラムの感染経路についての説明として適切でないものはどれか,3,HTMLメールではWeb利用での感染と同じ要因が考えられる,Webではエラー画面を装いユーザをだましActiveXコードをダウンロードさせるものもある,電子メールやWebブラウザを使用していなければ、感染は仕組み上あり得ない,あらゆる感染経路においても、詐欺や、人為的なミスによる不正プログラムの実行は大きな要因といえる
不正プログラムの動作とそれに対する対応についての説明として当てはまらないものはどれか,2,PC内の情報を収集して攻撃者に情報を送信してしまう。この様な事故に対しては、情報の利用制限が対策として必要である,アップデート機能を備えている。この様な不正プログラムの動作はシグネチャ技術で検出可能である,ログファイル内のアクセス記録を消してしまう。この様な動作検知の方法のーつとして、他の装置のアクセスログと比較がある,メール記信機能を持ちランダムにメール配信を行ってしまう。この様なプログラムへの対応方法のーつとしてメールクライアントソフトを使用しない方法がある
元の不正プログラムに対して改変を行い、別のプログラムとして認識されるようにしたものを何といいますか,2,固有種,亜種,品種,変種
ファイル感染型ウイルスで本来のプログラムコードは残したままウイルスコードのみを削除する処理方法はどれか,1,駆除,削除,隔離,移転
対象鍵暗号(共通鍵暗号)による暗号化通信をインターネットで利用する際にどのような問題があるか,4,問題はない,電子証明書の配布方法,鍵データの保存方法,鍵のデータを通信相手に渡す方法
共通鍵暗号のアルゴリズムはどれか,3,SHA-1,RSA,AES,WEP
公開鍵暗号方式に関する説明として適切なものはどれか,1,元の平文よりデータサイズが大きくなるため、暗号化および復号は共通鍵暗号に比べ時聞がかかる,高速処理できる仕組みを備えているため、Webサービスでは日常的に利用されている,公開鍵暗号はWeb通信の暗号化、共通鍵暗号はファイル自体の暗号化、というように用途で使い分ける,パフォーマンスに関する点ではどのアルゴリズムでも大きな違いはないので、鍵の取り扱いが容易な方を選ぶと良い
電子署名の説明として適切なものはどれか,4,データの暗号化に使用する鍵データを含んだ電子書類である,法律によって使用が義務づけられている,データの追跡を行う技術,改ざんやなりすましを検知する技術
ハッシュの説明として適切なものはどれか,1,ハッシュ値から平文を計算により求めることは困難である,ハッシュ値の可変長のデータである,同じ平文からも常に異なるハッシュ値が求められるため、改ざんが検知できる,暗号化や復号を行う方式の一つである
代表的なハッシュアルゴリズムはどれか,4,PKI,WPA,RSA,SHA-l
ハッシュの特徴として適切でないものはどれか,2,任意の長さの入力データに対して、固定長のハッシュ値を出力する,ハッシュ値からは元のデータを復元することが出来る,同じ入力データからは同じハッシュ値が出力される,入力データのわずかな変化に対しても、ハッシュ値は大きく変化する
電子証明書に含まれるデータとして正しいものはどれか,3,電子証明書の発行者の秘密鍵,電子証明書の申請者の秘密鍵,電子証明書の発行者の電子署名,電子証明書の申請者の公開鍵
電子証明書の説明として適切なものはどれか,4,自治体が発行する電子データ,暗号化通信を行うための暗号鍵のデータ,電子データであることを保証するもの,添付された公開鍵が電子証明書の申請者のものであることを証明するデータ
認証局の役割として適切でないものはどれか,4,電子証明書をリポジトリに登録,失効した電子証明書の管理,電子証明書の申請の受付,電子政府の運営
PKIの説明として適切なものはどれか,4,送られてきたデータに改ざんが行われてないかを検証する技術,公開鍵が本物であることを証明するデータ,NISTによって選定作業が行われてた次世代標準暗号化方式,公開鍵暗号を基盤とした技術や仕組みの総称
SSHプロトコルの特徴として適切でないものはどれか,2,ポートフォワーディングを利用して、簡易的なVPNを構築できる,SSLプロトコルを利用したシェルプログラムである,通信の認証に公開鍵暗号方式を採用している,通信時に共通鍵暗号方式を採用している
セキュリティプロトコルの説明として適切でないものはどれか,3,S/MIMEでは公開鍵の交換に電子証明書を利用するため、あらかじめ電子証明書の取得が必要になる,SSHのポートフォワーディング機能を用いることで暗号化や認証の機能を持たないプロトコルをSSHの暗号化や認証機能を利用できる,SSLでは公開鍵暗号方式は利用するものの、電子証明書は必要ないので、利便性が高い,IPsecはIPパケットを暗号化、認証する仕組みである
lPv6の説明として適切なものはどれか,2,IPv6では、ユーザ認証を行わない,IPv4よりも、多くのIPアドレスが利用できる,IPsecによるネットワークセキュリティの統ーが可能である,通信帯域をコントロールすることができる
電気分野を除く工業分野の国際的な標準規定を策定する為の団体はどれか,1,ISO,IETF,OECD,JIS
個人情報保護法で、個人情報として扱われない情報はどれか,3,生年月日、連絡先、本人の氏名が入った情報,個人名が使用されたメールアドレス,氏名のみ記載された街頭アンケート情報,死者に関する情報で、生存する喪主の情報が含まれたもの
情報政策における、日本国としての方針や理念を提示したものはどれか,1,高度情報処理ネットワーク社会形成基本法,電子署名法,電気通信法,著作権法
情報技術に関連した製品およびシステムに組み込まれているセキュリティを、客観的に評価するための国際標準規格はどれか、,2,ISO/IEC17799(ISO/IEC27002),ISO/IEC15408,ISO/IEC27001,ISO/IEC13335
迷惑メール関連法で表示義務に含まれないものはどれか,2,送信者の氏名又は名称及び住所,受信者の本名,否定者からの通知を受けるための、送信者の受信用の電子メールアドレス,特定電子メールである旨(件名欄に「未承諾広告」など)
RFCについて説明として適切なものはどれか、次の選択肢の中から選びなさい。,4,電気工学、電子工学、および関連した技術を扱う国際的な標準団体のこと,電気通信事業者向けの情報セキュリティマネジメントシステムのこと,ネットワーク上の異なるPCで処理を実行する手続きのこと,インターネットで利用される技術の標準仕様のこと
